# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  726       2.770783161589e-10       4.692220935778e-12      -1.776925162522e-11       0.000000000000e+00       1.945146687068e-14       5.622686167122e-15      -5.785415479442e-16 
  727       2.781925773339e-10       4.663402365907e-12      -1.787859122694e-11       0.000000000000e+00       1.935435851642e-14       5.625493444620e-15      -5.751615132737e-16 
  728       2.793170781811e-10       4.633998785977e-12      -1.798328927968e-11       0.000000000000e+00       1.925785132733e-14       5.627996897406e-15      -5.717187059429e-16 
  729       2.804513061580e-10       4.604024517317e-12      -1.808332405074e-11       0.000000000000e+00       1.916194270838e-14       5.630197489153e-15      -5.682144900404e-16 
  730       2.815947425612e-10       4.573494068918e-12      -1.817867390334e-11       0.000000000000e+00       1.906662996273e-14       5.632096213006e-15      -5.646502477934e-16 
  731       2.827468625052e-10       4.542422138108e-12      -1.826931729738e-11       0.000000000000e+00       1.897191029138e-14       5.633694091707e-15      -5.610273796327e-16 
  732       2.839071349005e-10       4.510823611224e-12      -1.835523279016e-11       0.000000000000e+00       1.887778079265e-14       5.634992177713e-15      -5.573473042578e-16 
  733       2.850750224317e-10       4.478713564277e-12      -1.843639903707e-11       0.000000000000e+00       1.878423846175e-14       5.635991553320e-15      -5.536114587021e-16 
  734       2.862499815364e-10       4.446107263633e-12      -1.851279479233e-11       0.000000000000e+00       1.869128019032e-14       5.636693330778e-15      -5.498212983977e-16 
  735       2.874314623832e-10       4.413020166677e-12      -1.858439890973e-11       0.000000000000e+00       1.859890276600e-14       5.637098652416e-15      -5.459782972403e-16 
  736       2.886189088499e-10       4.379467922487e-12      -1.865119034329e-11       0.000000000000e+00       1.850710287193e-14       5.637208690764e-15      -5.420839476548e-16 
  737       2.898117585022e-10       4.345466372509e-12      -1.871314814805e-11       0.000000000000e+00       1.841587708633e-14       5.637024648668e-15      -5.381397606595e-16 
  738       2.910094425718e-10       4.311031551221e-12      -1.877025148071e-11       0.000000000000e+00       1.832522188205e-14       5.636547759417e-15      -5.341472659322e-16 
  739       2.922113859347e-10       4.276179686814e-12      -1.882247960044e-11       0.000000000000e+00       1.823513362611e-14       5.635779286859e-15      -5.301080118740e-16 
  740       2.934170070899e-10       4.240927201855e-12      -1.886981186953e-11       0.000000000000e+00       1.814560857921e-14       5.634720525525e-15      -5.260235656753e-16 
  741       2.946257181373e-10       4.205290713963e-12      -1.891222775411e-11       0.000000000000e+00       1.805664289536e-14       5.633372800746e-15      -5.218955133804e-16 
  742       2.958369247561e-10       4.169287036481e-12      -1.894970682492e-11       0.000000000000e+00       1.796823262133e-14       5.631737468780e-15      -5.177254599526e-16 
  743       2.970500261835e-10       4.132933179146e-12      -1.898222875799e-11       0.000000000000e+00       1.788037369626e-14       5.629815916925e-15      -5.135150293394e-16 
  744       2.982644151928e-10       4.096246348760e-12      -1.900977333535e-11       0.000000000000e+00       1.779306195120e-14       5.627609563645e-15      -5.092658645370e-16 
  745       2.994794780714e-10       4.059243949864e-12      -1.903232044579e-11       0.000000000000e+00       1.770629310862e-14       5.625119858690e-15      -5.049796276562e-16 
  746       3.006945945999e-10       4.021943585407e-12      -1.904985008555e-11       0.000000000000e+00       1.762006278200e-14       5.622348283213e-15      -5.006579999865e-16 
  747       3.019091380298e-10       3.984363057419e-12      -1.906234235902e-11       0.000000000000e+00       1.753436647536e-14       5.619296349898e-15      -4.963026820617e-16 
  748       3.031224750620e-10       3.946520367683e-12      -1.906977747952e-11       0.000000000000e+00       1.744919958279e-14       5.615965603071e-15      -4.919153937249e-16 
  749       3.043339658255e-10       3.908433718404e-12      -1.907213576995e-11       0.000000000000e+00       1.736455738802e-14       5.612357618831e-15      -4.874978741933e-16 
  750       3.055429638550e-10       3.870121512884e-12      -1.906939766356e-11       0.000000000000e+00       1.728043506396e-14       5.608474005162e-15      -4.830518821234e-16 
  751       3.067488160701e-10       3.831602356192e-12      -1.906154370464e-11       0.000000000000e+00       1.719682767224e-14       5.604316402061e-15      -4.785791956761e-16 
  752       3.079508627529e-10       3.792895055836e-12      -1.904855454926e-11       0.000000000000e+00       1.711373016275e-14       5.599886481651e-15      -4.740816125813e-16 
  753       3.091484375269e-10       3.754018622432e-12      -1.903041096597e-11       0.000000000000e+00       1.703113737322e-14       5.595185948309e-15      -4.695609502036e-16 
  754       3.103408673348e-10       3.714992270380e-12      -1.900709383651e-11       0.000000000000e+00       1.694904402873e-14       5.590216538783e-15      -4.650190456067e-16 
  755       3.115274724176e-10       3.675835418533e-12      -1.897858415659e-11       0.000000000000e+00       1.686744474126e-14       5.584980022312e-15      -4.604577556189e-16 
  756       3.127075662919e-10       3.636567690867e-12      -1.894486303652e-11       0.000000000000e+00       1.678633400927e-14       5.579478200749e-15      -4.558789568978e-16 
  757       3.138804557294e-10       3.597208917156e-12      -1.890591170199e-11       0.000000000000e+00       1.670570621721e-14       5.573712908681e-15      -4.512845459954e-16 
  758       3.150454407341e-10       3.557779133643e-12      -1.886171149478e-11       0.000000000000e+00       1.662555563506e-14       5.567686013549e-15      -4.466764394235e-16 
  759       3.162018145217e-10       3.518298583709e-12      -1.881224387346e-11       0.000000000000e+00       1.654587641794e-14       5.561399415770e-15      -4.420565737182e-16 
  760       3.173488634970e-10       3.478787718547e-12      -1.875749041413e-11       0.000000000000e+00       1.646666260558e-14       5.554855048854e-15      -4.374269055050e-16 
  761       3.184859257222e-10       3.439266129652e-12      -1.869744323655e-11       0.000000000000e+00       1.638790890283e-14       5.548054417661e-15      -4.327891070219e-16 
  762       3.196125675913e-10       3.399749322499e-12      -1.863213650029e-11       0.000000000000e+00       1.630961303841e-14       5.540997203193e-15      -4.281436461528e-16 
  763       3.207284104995e-10       3.360251882351e-12      -1.856161551380e-11       0.000000000000e+00       1.623177345050e-14       5.533682631289e-15      -4.234906888876e-16 
  764       3.218330726510e-10       3.320788537281e-12      -1.848592636652e-11       0.000000000000e+00       1.615438850956e-14       5.526109932106e-15      -4.188304022683e-16 
  765       3.229261690494e-10       3.281374158625e-12      -1.840511593175e-11       0.000000000000e+00       1.607745651809e-14       5.518278340133e-15      -4.141629543916e-16 
  766       3.240073114881e-10       3.242023761436e-12      -1.831923186955e-11       0.000000000000e+00       1.600097571029e-14       5.510187094226e-15      -4.094885144105e-16 
  767       3.250761085410e-10       3.202752504929e-12      -1.822832262963e-11       0.000000000000e+00       1.592494425184e-14       5.501835437626e-15      -4.048072525366e-16 
  768       3.261321655529e-10       3.163575692933e-12      -1.813243745417e-11       0.000000000000e+00       1.584936023953e-14       5.493222617989e-15      -4.001193400418e-16 
  769       3.271750846297e-10       3.124508774345e-12      -1.803162638076e-11       0.000000000000e+00       1.577422170102e-14       5.484347887407e-15      -3.954249492608e-16 
  770       3.282044646291e-10       3.085567343577e-12      -1.792594024523e-11       0.000000000000e+00       1.569952659450e-14       5.475210502437e-15      -3.907242535926e-16 
  771       3.292199011508e-10       3.046767141005e-12      -1.781543068454e-11       0.000000000000e+00       1.562527280847e-14       5.465809724125e-15      -3.860174275027e-16 
  772       3.302209865271e-10       3.008124053425e-12      -1.770015013968e-11       0.000000000000e+00       1.555145816138e-14       5.456144818029e-15      -3.813046465252e-16 
  773       3.312073098135e-10       2.969654114499e-12      -1.758015185851e-11       0.000000000000e+00       1.547808040137e-14       5.446215054245e-15      -3.765860872647e-16 
  774       3.321784567789e-10       2.931373505208e-12      -1.745548989866e-11       0.000000000000e+00       1.540513720597e-14       5.436019707434e-15      -3.718619273984e-16 
  775       3.331340098959e-10       2.893298554301e-12      -1.732621913040e-11       0.000000000000e+00       1.533262618182e-14       5.425558056847e-15      -3.671323456778e-16 
  776       3.340735483318e-10       2.855445738746e-12      -1.719239523951e-11       0.000000000000e+00       1.526054486436e-14       5.414829386348e-15      -3.623975219314e-16 
  777       3.349966479383e-10       2.817831684180e-12      -1.705407473016e-11       0.000000000000e+00       1.518889071755e-14       5.403832984439e-15      -3.576576370658e-16 
  778       3.359028812427e-10       2.780473165362e-12      -1.691131492781e-11       0.000000000000e+00       1.511766113357e-14       5.392568144288e-15      -3.529128730685e-16 
  779       3.367918174379e-10       2.743387106619e-12      -1.676417398203e-11       0.000000000000e+00       1.504685343254e-14       5.381034163752e-15      -3.481634130094e-16 
  780       3.376630223727e-10       2.706590582301e-12      -1.661271086944e-11       0.000000000000e+00       1.497646486222e-14       5.369230345402e-15      -3.434094410431e-16 
  781       3.385160585428e-10       2.670100817230e-12      -1.645698539654e-11       0.000000000000e+00       1.490649259771e-14       5.357155996550e-15      -3.386511424107e-16 
  782       3.393504850806e-10       2.633935187150e-12      -1.629705820262e-11       0.000000000000e+00       1.483693374118e-14       5.344810429272e-15      -3.338887034420e-16 
  783       3.401658577462e-10       2.598111219176e-12      -1.613299076261e-11       0.000000000000e+00       1.476778532155e-14       5.332192960434e-15      -3.291223115573e-16 
  784       3.409617289176e-10       2.562646592249e-12      -1.596484538997e-11       0.000000000000e+00       1.469904429424e-14       5.319302911718e-15      -3.243521552698e-16 
  785       3.417376475810e-10       2.527559137582e-12      -1.579268523956e-11       0.000000000000e+00       1.463070754082e-14       5.306139609644e-15      -3.195784241868e-16 
  786       3.424931593214e-10       2.492866839113e-12      -1.561657431052e-11       0.000000000000e+00       1.456277186876e-14       5.292702385601e-15      -3.148013090129e-16 
  787       3.432278063131e-10       2.458587833955e-12      -1.543657744915e-11       0.000000000000e+00       1.449523401114e-14       5.278990575865e-15      -3.100210015508e-16 
  788       3.439411273101e-10       2.424740412845e-12      -1.525276035177e-11       0.000000000000e+00       1.442809062634e-14       5.265003521631e-15      -3.052376947042e-16 
  789       3.446326576364e-10       2.391343020599e-12      -1.506518956763e-11       0.000000000000e+00       1.436133829775e-14       5.250740569031e-15      -3.004515824793e-16 
  790       3.453019291768e-10       2.358414256557e-12      -1.487393250176e-11       0.000000000000e+00       1.429497353347e-14       5.236201069166e-15      -2.956628599870e-16 
  791       3.459484703668e-10       2.325972875036e-12      -1.467905741782e-11       0.000000000000e+00       1.422899276605e-14       5.221384378128e-15      -2.908717234449e-16 
  792       3.465718061836e-10       2.294037785781e-12      -1.448063344106e-11       0.000000000000e+00       1.416339235218e-14       5.206289857023e-15      -2.860783701794e-16 
  793       3.471714581361e-10       2.262628054417e-12      -1.427873056110e-11       0.000000000000e+00       1.409816857237e-14       5.190916872000e-15      -2.812829986273e-16 
  794       3.477469442557e-10       2.231762902895e-12      -1.407341963488e-11       0.000000000000e+00       1.403331763072e-14       5.175264794275e-15      -2.764858083385e-16 
  795       3.482977790865e-10       2.201461709945e-12      -1.386477238948e-11       0.000000000000e+00       1.396883565455e-14       5.159333000154e-15      -2.716869999773e-16 
  796       3.488234736758e-10       2.171744011529e-12      -1.365286142506e-11       0.000000000000e+00       1.390471869420e-14       5.143120871061e-15      -2.668867753249e-16 
  797       3.493235355646e-10       2.142629501287e-12      -1.343776021765e-11       0.000000000000e+00       1.384096272264e-14       5.126627793561e-15      -2.620853372811e-16 
  798       3.497974687780e-10       2.114138030991e-12      -1.321954312213e-11       0.000000000000e+00       1.377756363526e-14       5.109853159387e-15      -2.572828898667e-16 
  799       3.502447738157e-10       2.086289610994e-12      -1.299828537501e-11       0.000000000000e+00       1.371451724953e-14       5.092796365464e-15      -2.524796382249e-16 
  800       3.506650228913e-10       2.059102078773e-12      -1.277406408835e-11       0.000000000000e+00       1.365181983829e-14       5.075458013601e-15      -2.476758062473e-16 
  801       3.510580871753e-10       2.032584057020e-12      -1.254696124534e-11       0.000000000000e+00       1.358946974079e-14       5.057843533515e-15      -2.428716897988e-16 
  802       3.514239136780e-10       2.006741868004e-12      -1.231706076503e-11       0.000000000000e+00       1.352746578043e-14       5.039959625942e-15      -2.380676044670e-16 
  803       3.517624503807e-10       1.981581853848e-12      -1.208444751937e-11       0.000000000000e+00       1.346580673371e-14       5.021813069205e-15      -2.332638680326e-16 
  804       3.520736462402e-10       1.957110376549e-12      -1.184920733627e-11       0.000000000000e+00       1.340449133001e-14       5.003410719463e-15      -2.284608004741e-16 
  805       3.523574511936e-10       1.933333817988e-12      -1.161142700266e-11       0.000000000000e+00       1.334351825142e-14       4.984759510963e-15      -2.236587239736e-16 
  806       3.526138161622e-10       1.910258579946e-12      -1.137119426755e-11       0.000000000000e+00       1.328288613251e-14       4.965866456289e-15      -2.188579629222e-16 
  807       3.528426930569e-10       1.887891084115e-12      -1.112859784510e-11       0.000000000000e+00       1.322259356019e-14       4.946738646609e-15      -2.140588439245e-16 
  808       3.530440347819e-10       1.866237772117e-12      -1.088372741766e-11       0.000000000000e+00       1.316263907346e-14       4.927383251931e-15      -2.092616958050e-16 
  809       3.532177952399e-10       1.845305105511e-12      -1.063667363887e-11       0.000000000000e+00       1.310302116328e-14       4.907807521346e-15      -2.044668496125e-16 
  810       3.533639293360e-10       1.825099565814e-12      -1.038752813669e-11       0.000000000000e+00       1.304373827232e-14       4.888018783282e-15      -1.996746386259e-16 
  811       3.534823929829e-10       1.805627654508e-12      -1.013638351647e-11       0.000000000000e+00       1.298478879481e-14       4.868024445753e-15      -1.948853983594e-16 
  812       3.535731431051e-10       1.786895893059e-12      -9.883333364006e-12       0.000000000000e+00       1.292617107634e-14       4.847831996607e-15      -1.900994665678e-16 
  813       3.536361376431e-10       1.768910822928e-12      -9.628472248632e-12       0.000000000000e+00       1.286788341363e-14       4.827449003780e-15      -1.853171832518e-16 
  814       3.536713355587e-10       1.751679005588e-12      -9.371895726244e-12       0.000000000000e+00       1.280992405439e-14       4.806883115539e-15      -1.805388906633e-16 
  815       3.536786968389e-10       1.735207022534e-12      -9.113700342383e-12       0.000000000000e+00       1.275229119711e-14       4.786142060739e-15      -1.757649333107e-16 
  816       3.536581825007e-10       1.719501475297e-12      -8.853983635290e-12       0.000000000000e+00       1.269498299086e-14       4.765233649068e-15      -1.709956579642e-16 
  817       3.536097545956e-10       1.704568985462e-12      -8.592844138970e-12       0.000000000000e+00       1.263799753510e-14       4.744165771300e-15      -1.662314136611e-16 
  818       3.535333762141e-10       1.690416194679e-12      -8.330381386255e-12       0.000000000000e+00       1.258133287949e-14       4.722946399541e-15      -1.614725517114e-16 
  819       3.534290114902e-10       1.677049764675e-12      -8.066695911864e-12       0.000000000000e+00       1.252498702369e-14       4.701583587482e-15      -1.567194257026e-16 
  820       3.532966256062e-10       1.664476377271e-12      -7.801889255466e-12       0.000000000000e+00       1.246895791720e-14       4.680085470648e-15      -1.519723915054e-16 
  821       3.531361847968e-10       1.652702734395e-12      -7.536063964742e-12       0.000000000000e+00       1.241324345913e-14       4.658460266648e-15      -1.472318072787e-16 
  822       3.529476563540e-10       1.641735558096e-12      -7.269323598445e-12       0.000000000000e+00       1.235784149801e-14       4.636716275422e-15      -1.424980334753e-16 
  823       3.527310086314e-10       1.631581590556e-12      -7.001772729467e-12       0.000000000000e+00       1.230274983164e-14       4.614861879496e-15      -1.377714328468e-16 
  824       3.524862110489e-10       1.622247594107e-12      -6.733516947894e-12       0.000000000000e+00       1.224796620685e-14       4.592905544228e-15      -1.330523704492e-16 
  825       3.522132340972e-10       1.613740351241e-12      -6.464662864073e-12       0.000000000000e+00       1.219348831932e-14       4.570855818057e-15      -1.283412136481e-16 
  826       3.519120493423e-10       1.606066664628e-12      -6.195318111673e-12       0.000000000000e+00       1.213931381341e-14       4.548721332756e-15      -1.236383321241e-16 
  827       3.515826294299e-10       1.599233357126e-12      -5.925591350746e-12       0.000000000000e+00       1.208544028194e-14       4.526510803681e-15      -1.189440978778e-16 
  828       3.512249480903e-10       1.593247271798e-12      -5.655592270790e-12       0.000000000000e+00       1.203186526603e-14       4.504233030019e-15      -1.142588852355e-16 
  829       3.508389801424e-10       1.588115271924e-12      -5.385431593809e-12       0.000000000000e+00       1.197858625486e-14       4.481896895038e-15      -1.095830708544e-16 
  830       3.504247014989e-10       1.583844241014e-12      -5.115221077377e-12       0.000000000000e+00       1.192560068554e-14       4.459511366340e-15      -1.049170337276e-16 
  831       3.499820891703e-10       1.580441082825e-12      -4.845073517701e-12       0.000000000000e+00       1.187290594285e-14       4.437085496106e-15      -1.002611551900e-16 
  832       3.495111212695e-10       1.577912721373e-12      -4.575102752678e-12       0.000000000000e+00       1.182049935910e-14       4.414628421351e-15      -9.561581892294e-17 
  833       3.490117770166e-10       1.576266100946e-12      -4.305423664964e-12       0.000000000000e+00       1.176837821393e-14       4.392149364168e-15      -9.098141096007e-17 
  834       3.484840367434e-10       1.575508186117e-12      -4.036152185029e-12       0.000000000000e+00       1.171653973410e-14       4.369657631982e-15      -8.635831969231e-17 
  835       3.479278818975e-10       1.575645961764e-12      -3.767405294224e-12       0.000000000000e+00       1.166498109329e-14       4.347162617800e-15      -8.174693587331e-17 
  836       3.473432950474e-10       1.576686433074e-12      -3.499301027840e-12       0.000000000000e+00       1.161369941196e-14       4.324673800458e-15      -7.714765262474e-17 
  837       3.467302598867e-10       1.578636625567e-12      -3.231958478172e-12       0.000000000000e+00       1.156269175709e-14       4.302200744872e-15      -7.256086544156e-17 
  838       3.460887612388e-10       1.581503585102e-12      -2.965497797580e-12       0.000000000000e+00       1.151195514203e-14       4.279753102289e-15      -6.798697219735e-17 
  839       3.454188334205e-10       1.585292200226e-12      -2.700031624312e-12       0.000000000000e+00       1.146148689804e-14       4.257338461584e-15      -6.342642037491e-17 
  840       3.447207062466e-10       1.589998627658e-12      -2.435639190274e-12       0.000000000000e+00       1.141128579632e-14       4.234955861674e-15      -5.887984964793e-17 
  841       3.439946615745e-10       1.595616752459e-12      -2.172391768912e-12       0.000000000000e+00       1.136135094514e-14       4.212602166744e-15      -5.434795179024e-17 
  842       3.432409851874e-10       1.602140354982e-12      -1.910361213224e-12       0.000000000000e+00       1.131168141968e-14       4.190274204851e-15      -4.983142368853e-17 
  843       3.424599668075e-10       1.609563110517e-12      -1.649619957366e-12       0.000000000000e+00       1.126227626198e-14       4.167968767808e-15      -4.533096735580e-17 
  844       3.416519001087e-10       1.617878588929e-12      -1.390241018255e-12       0.000000000000e+00       1.121313448072e-14       4.145682611071e-15      -4.084728994464e-17 
  845       3.408170827290e-10       1.627080254307e-12      -1.132297997168e-12       0.000000000000e+00       1.116425505119e-14       4.123412453619e-15      -3.638110376064e-17 
  846       3.399558162838e-10       1.637161464601e-12      -8.758650813441e-13       0.000000000000e+00       1.111563691510e-14       4.101154977843e-15      -3.193312627567e-17 
  847       3.390684063783e-10       1.648115471269e-12      -6.210170455849e-13       0.000000000000e+00       1.106727898043e-14       4.078906829423e-15      -2.750408014130e-17 
  848       3.381551626204e-10       1.659935418922e-12      -3.678292538585e-13       0.000000000000e+00       1.101918012140e-14       4.056664617217e-15      -2.309469320208e-17 
  849       3.372163986335e-10       1.672614344959e-12      -1.163776608995e-13       0.000000000000e+00       1.097133917821e-14       4.034424913146e-15      -1.870569850896e-17 
  850       3.362524320692e-10       1.686145179220e-12       1.332611861896e-13       0.000000000000e+00       1.092375495703e-14       4.012184252072e-15      -1.433783433260e-17 
  851       3.352635846201e-10       1.700520743621e-12       3.810101463364e-13       0.000000000000e+00       1.087642622979e-14       3.989939131687e-15      -9.991844176708e-18 
  852       3.342501820324e-10       1.715733751802e-12       6.267914828972e-13       0.000000000000e+00       1.082935173410e-14       3.967686012394e-15      -5.668476791427e-18 
  853       3.332125541192e-10       1.731776808767e-12       8.705268620559e-13       0.000000000000e+00       1.078253017309e-14       3.945421317194e-15      -1.368486186658e-18 
  854       3.321510347726e-10       1.748642410530e-12       1.112137351222e-12       0.000000000000e+00       1.073596021529e-14       3.923141431566e-15       2.907368354578e-18 
  855       3.310659619768e-10       1.766322943756e-12       1.351543417429e-12       0.000000000000e+00       1.068964049451e-14       3.900842703354e-15       7.158322262797e-18 
  856       3.299576778209e-10       1.784810685403e-12       1.588664925733e-12       0.000000000000e+00       1.064356960973e-14       3.878521442650e-15       1.138360566870e-17 
  857       3.288265285116e-10       1.804097802369e-12       1.823421137612e-12       0.000000000000e+00       1.059774612491e-14       3.856173921676e-15       1.558244338981e-17 
  858       3.276728643861e-10       1.824176351130e-12       2.055730709364e-12       0.000000000000e+00       1.055216856891e-14       3.833796374672e-15       1.975405491716e-17 
  859       3.264970399245e-10       1.845038277389e-12       2.285511690504e-12       0.000000000000e+00       1.050683543537e-14       3.811384997774e-15       2.389765440190e-17 
  860       3.252994137629e-10       1.866675415711e-12       2.512681522164e-12       0.000000000000e+00       1.046174518253e-14       3.788935948905e-15       2.801245064196e-17 
  861       3.240803487063e-10       1.889079489175e-12       2.737157035493e-12       0.000000000000e+00       1.041689623317e-14       3.766445347653e-15       3.209764706871e-17 
  862       3.228402117409e-10       1.912242109011e-12       2.958854450050e-12       0.000000000000e+00       1.037228697441e-14       3.743909275158e-15       3.615244173362e-17 
  863       3.215793740472e-10       1.936154774244e-12       3.177689372210e-12       0.000000000000e+00       1.032791575763e-14       3.721323773994e-15       4.017602729488e-17 
  864       3.202982110126e-10       1.960808871341e-12       3.393576793556e-12       0.000000000000e+00       1.028378089833e-14       3.698684848053e-15       4.416759100405e-17 
  865       3.189971022446e-10       1.986195673846e-12       3.606431089283e-12       0.000000000000e+00       1.023988067599e-14       3.675988462434e-15       4.812631469277e-17 
  866       3.176764315828e-10       2.012306342034e-12       3.816166016590e-12       0.000000000000e+00       1.019621333395e-14       3.653230543317e-15       5.205137475932e-17 
  867       3.163365871123e-10       2.039131922542e-12       4.022694713084e-12       0.000000000000e+00       1.015277707930e-14       3.630406977857e-15       5.594194215533e-17 
  868       3.149779611764e-10       2.066663348023e-12       4.225929695177e-12       0.000000000000e+00       1.010957008270e-14       3.607513614060e-15       5.979718237244e-17 
  869       3.136009503890e-10       2.094891436780e-12       4.425782856485e-12       0.000000000000e+00       1.006659047830e-14       3.584546260673e-15       6.361625542889e-17 
  870       3.122059556477e-10       2.123806892417e-12       4.622165466223e-12       0.000000000000e+00       1.002383636360e-14       3.561500687064e-15       6.739831585623e-17 
  871       3.107933821465e-10       2.153400303477e-12       4.814988167607e-12       0.000000000000e+00       9.981305799314e-15       3.538372623107e-15       7.114251268594e-17 
  872       3.093636393886e-10       2.183662143083e-12       5.004160976254e-12       0.000000000000e+00       9.938996809229e-15       3.515157759066e-15       7.484798943608e-17 
  873       3.079171411990e-10       2.214582768590e-12       5.189593278574e-12       0.000000000000e+00       9.896907380103e-15       3.491851745479e-15       7.851388409795e-17 
  874       3.064543057375e-10       2.246152421218e-12       5.371193830176e-12       0.000000000000e+00       9.855035461522e-15       3.468450193041e-15       8.213932912274e-17 
  875       3.049755555112e-10       2.278361225701e-12       5.548870754261e-12       0.000000000000e+00       9.813378965771e-15       3.444948672489e-15       8.572345140817e-17 
  876       3.034813173875e-10       2.311199189928e-12       5.722531540024e-12       0.000000000000e+00       9.771935767708e-15       3.421342714487e-15       8.926537228516e-17 
  877       3.019720226069e-10       2.344656204588e-12       5.892083041050e-12       0.000000000000e+00       9.730703704637e-15       3.397627809506e-15       9.276420750445e-17 
  878       3.004481045437e-10       2.378721332093e-12       6.057444247782e-12       0.000000000000e+00       9.689680837945e-15       3.373800896006e-15       9.621927418194e-17 
  879       2.989099919227e-10       2.413380661126e-12       6.218584840902e-12       0.000000000000e+00       9.648866243068e-15       3.349864852320e-15       9.963071543273e-17 
  880       2.973581155153e-10       2.448619415713e-12       6.375487275802e-12       0.000000000000e+00       9.608259232406e-15       3.325824079225e-15       1.029988860963e-16 
  881       2.957929103932e-10       2.484422662244e-12       6.528134066990e-12       0.000000000000e+00       9.567859094658e-15       3.301683018533e-15       1.063241467382e-16 
  882       2.942148159409e-10       2.520775308999e-12       6.676507788483e-12       0.000000000000e+00       9.527665094730e-15       3.277446153201e-15       1.096068636683e-16 
  883       2.926242758687e-10       2.557662105687e-12       6.820591074183e-12       0.000000000000e+00       9.487676473651e-15       3.253118007453e-15       1.128474089604e-16 
  884       2.910217382240e-10       2.595067642977e-12       6.960366618271e-12       0.000000000000e+00       9.447892448481e-15       3.228703146893e-15       1.160461604702e-16 
  885       2.894076554049e-10       2.632976352027e-12       7.095817175584e-12       0.000000000000e+00       9.408312212226e-15       3.204206178618e-15       1.192035018551e-16 
  886       2.877824841717e-10       2.671372504020e-12       7.226925562004e-12       0.000000000000e+00       9.368934933747e-15       3.179631751334e-15       1.223198225920e-16 
  887       2.861466856599e-10       2.710240209697e-12       7.353674654840e-12       0.000000000000e+00       9.329759757677e-15       3.154984555475e-15       1.253955179969e-16 
  888       2.845007253922e-10       2.749563418887e-12       7.476047393216e-12       0.000000000000e+00       9.290785804327e-15       3.130269323315e-15       1.284309892435e-16 
  889       2.828450732914e-10       2.789325920039e-12       7.594026778453e-12       0.000000000000e+00       9.252012169602e-15       3.105490829082e-15       1.314266433819e-16 
  890       2.811802036923e-10       2.829511339760e-12       7.707595874454e-12       0.000000000000e+00       9.213437924913e-15       3.080653889077e-15       1.343828933575e-16 
  891       2.795065953545e-10       2.870103142340e-12       7.816737808091e-12       0.000000000000e+00       9.175062117086e-15       3.055763361788e-15       1.373001580299e-16 
  892       2.778247314747e-10       2.911084629290e-12       7.921435769586e-12       0.000000000000e+00       9.136883768276e-15       3.030824148002e-15       1.401788621918e-16 
  893       2.761350996990e-10       2.952438938875e-12       8.021673012899e-12       0.000000000000e+00       9.098901875881e-15       3.005841190925e-15       1.430194365875e-16 
  894       2.744381921355e-10       2.994149045640e-12       8.117432856110e-12       0.000000000000e+00       9.061115412450e-15       2.980819476297e-15       1.458223179321e-16 
  895       2.727345053667e-10       3.036197759950e-12       8.208698681808e-12       0.000000000000e+00       9.023523325598e-15       2.955764032503e-15       1.485879489301e-16 
  896       2.710245404616e-10       3.078567727519e-12       8.295453937469e-12       0.000000000000e+00       8.986124537915e-15       2.930679930691e-15       1.513167782943e-16 
  897       2.693088029886e-10       3.121241428942e-12       8.377682135847e-12       0.000000000000e+00       8.948917946882e-15       2.905572284890e-15       1.540092607647e-16 
  898       2.675878030278e-10       3.164201179230e-12       8.455366855357e-12       0.000000000000e+00       8.911902424780e-15       2.880446252120e-15       1.566658571272e-16 
  899       2.658620551831e-10       3.207429127340e-12       8.528491740456e-12       0.000000000000e+00       8.875076818604e-15       2.855307032511e-15       1.592870342325e-16 
  900       2.641320785949e-10       3.250907255710e-12       8.597040502033e-12       0.000000000000e+00       8.838439949972e-15       2.830159869417e-15       1.618732650150e-16 
  901       2.623983969524e-10       3.294617379787e-12       8.660996917791e-12       0.000000000000e+00       8.801990615040e-15       2.805010049532e-15       1.644250285115e-16 
  902       2.606615385063e-10       3.338541147567e-12       8.720344832632e-12       0.000000000000e+00       8.765727584413e-15       2.779862903003e-15       1.669428098800e-16 
  903       2.589220360807e-10       3.382660039121e-12       8.775068159040e-12       0.000000000000e+00       8.729649603058e-15       2.754723803549e-15       1.694271004187e-16 
  904       2.571804270861e-10       3.426955366128e-12       8.825150877471e-12       0.000000000000e+00       8.693755390212e-15       2.729598168575e-15       1.718783975849e-16 
  905       2.554372535312e-10       3.471408271414e-12       8.870577036732e-12       0.000000000000e+00       8.658043639300e-15       2.704491459284e-15       1.742972050133e-16 
  906       2.536930620360e-10       3.515999728476e-12       8.911330754367e-12       0.000000000000e+00       8.622513017842e-15       2.679409180797e-15       1.766840325354e-16 
